filename|emotion|valence|arousal|dominance|text
data/iemocap/Session3/sentences/wav/Ses03M_impro03/Ses03M_impro03_M024.wav|xxx|4.5|3.5|4.0|No. Well that's what I said, spur of the moment--and she goes, she goes,
data/iemocap/Session4/sentences/wav/Ses04M_script01_1/Ses04M_script01_1_F013.wav|ang|2.0|3.5|3.5|To you it is and to me, but not to him.  You can talk yourself blue in the face, but there's no body and no grave, so where are you?
data/iemocap/Session4/sentences/wav/Ses04M_script01_1/Ses04M_script01_1_F017.wav|neu|2.5|2.5|2.5|Well that's only your business, Chris.
data/iemocap/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F038.wav|xxx|2.3333|2.6667|4.0|You mean to tell me you would leave the business for this.
data/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F007.wav|exc|3.5|2.5|3.0|That is incredible. Do you get like a per diem?
data/iemocap/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M012.wav|neu|2.5|3.0|3.5|You mustn't be serious, my dear.  That's just what they want.
data/iemocap/Session3/sentences/wav/Ses03F_impro06/Ses03F_impro06_F021.wav|sad|2.0|2.5|3.5|It's weird, I kind of feel like part of me is gone now, you know?
data/iemocap/Session4/sentences/wav/Ses04M_impro03/Ses04M_impro03_M020.wav|hap|4.5|4.0|4.0|Yeah, I don't know. [LAUGHTER] But, yeah, so anyway -- well I wanted to tell you that, you know, 'cause you're one of my good friends and you're Kate's- one of her best friends and-
data/iemocap/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M034.wav|ang|2.5|3.5|3.5|No, I know, me neither.
data/iemocap/Session4/sentences/wav/Ses04M_script01_1/Ses04M_script01_1_F018.wav|ang|2.0|3.0|3.0|What do you want me to do?  You're old enough to know your own mind.
data/iemocap/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_M006.wav|ang|1.5|4.0|4.5|You don't know where we're at?
data/iemocap/Session5/sentences/wav/Ses05F_script02_2/Ses05F_script02_2_M017.wav|xxx|3.5|4.0|3.5|It was in the car, right?  When we were passing Knickerbocker Liquor Locker, you said, Let's get some champagne.  And I said time wasting or something like that.  Right? of course.
data/iemocap/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F002.wav|fru|2.0|3.0|3.0|I don't know.  I mean, what am I supposed to do? I've It's not for lack of effort.  I've been trying.
data/iemocap/Session5/sentences/wav/Ses05M_script01_2/Ses05M_script01_2_M012.wav|fru|3.0|3.3333|3.3333|Calm yourself.
data/iemocap/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M044.wav|xxx|3.0|2.5|1.5|What I was saying.
data/iemocap/Session4/sentences/wav/Ses04M_script01_1/Ses04M_script01_1_F003.wav|xxx|2.5|2.5|2.0|What was he doing out here at four in the morning?
data/iemocap/Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_M004.wav|xxx|3.5|2.5|3.5|I don't care then.
data/iemocap/Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_M008.wav|neu|3.0|3.0|3.0|Okay. So--
data/iemocap/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_F006.wav|ang|1.5|4.5|4.5|because my bag was very easy to keep track of.  It's got big, you know, rainbow colored crap all over it and no one was paying attention because now it's just gone.
data/iemocap/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_F022.wav|ang|2.0|3.0|4.0|That you better be sorry.
data/iemocap/Session5/sentences/wav/Ses05F_script02_1/Ses05F_script02_1_M007.wav|fru|4.0|2.5|2.0|No, Of course, you are right.  Our flashlight.  Me flashlight is you flashlight naturally.  How can we not think to bring it?
data/iemocap/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F017.wav|neu|3.5|3.5|3.0|What if one of us dies, does the other one laugh then?
data/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M025.wav|ang|2.0|4.0|4.5|I think I am not in the least bit drunk.
data/iemocap/Session3/sentences/wav/Ses03M_impro01/Ses03M_impro01_M013.wav|fru|3.5|3.0|2.5|Give me my--
data/iemocap/Session3/sentences/wav/Ses03M_script03_2/Ses03M_script03_2_M016.wav|fru|3.0|2.5|3.0|Nothing.
data/iemocap/Session4/sentences/wav/Ses04M_impro06/Ses04M_impro06_F010.wav|sad|2.5|2.5|3.0|I mean, we can be grateful for that.
data/iemocap/Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F019.wav|neu|3.5|4.0|4.0|Okay, I can do um- a win- -two like a window and a aisle and a window and an aisle next to each other so that each of you can sit two by two. And switch around maybe?
data/iemocap/Session2/sentences/wav/Ses02F_impro07/Ses02F_impro07_F006.wav|exc|5.0|4.0|3.5|Absolutely. I'm so excited.
data/iemocap/Session2/sentences/wav/Ses02F_impro06/Ses02F_impro06_M007.wav|neu|3.0|2.0|2.3333|'Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on.
data/iemocap/Session3/sentences/wav/Ses03M_impro02/Ses03M_impro02_M006.wav|sad|2.0|2.0|3.0|They said anywhere from two to three years.
data/iemocap/Session3/sentences/wav/Ses03M_impro05b/Ses03M_impro05b_F016.wav|neu|3.0|3.5|2.5|Okay.  So if you can just give me your name, your name and your address and your phone number I can contact you as soon as we find out more information.
data/iemocap/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F007.wav|neu|2.5|3.0|3.5|Um, well, sometimes there is just difficulties with loading on to the plane. Uh- There can be a theft or uh- some sort of you know mishap with a cart or something.
data/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M015.wav|fru|2.0|3.5|3.5|Nothing.
data/iemocap/Session4/sentences/wav/Ses04F_impro01/Ses04F_impro01_M018.wav|fru|1.5|3.5|4.0|Ma'am you're going to have- you- look. You really- you really
data/iemocap/Session4/sentences/wav/Ses04F_script02_1/Ses04F_script02_1_M020.wav|fru|2.5|4.0|3.5|Honey this is natural phenomenon.  I mean this only happens once a year.  This is a great opportunity.
data/iemocap/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_M014.wav|sad|1.5|3.0|1.5|I can't raise a baby by myself.  How?
data/iemocap/Session5/sentences/wav/Ses05F_script01_1/Ses05F_script01_1_F012.wav|xxx|2.0|3.0|3.5|You can't just say that to him.
data/iemocap/Session3/sentences/wav/Ses03F_impro08/Ses03F_impro08_F007.wav|neu|3.0|3.0|3.0|Well, I know sir, and we all are busy.
data/iemocap/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F023.wav|neu|2.5|3.5|3.0|Well, it's- it's just sort of help with the fact uh that you lost some of your possessions and we rather do that than-
data/iemocap/Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_F031.wav|hap|4.0|2.0|3.0|Yeah.
data/iemocap/Session5/sentences/wav/Ses05F_impro04/Ses05F_impro04_F044.wav|neu|3.5|3.0|3.5|Thank you.
data/iemocap/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_F018.wav|hap|3.5|3.0|3.0|like a loser, I cried.
data/iemocap/Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_M007.wav|ang|2.0|3.0|4.0|What about me?
data/iemocap/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_F023.wav|xxx|4.0|3.5|3.5|Oh, thank you dear.  And the same goes for you except that if I so much as see you looking at another woman, I'll kill you.
data/iemocap/Session5/sentences/wav/Ses05F_script02_1/Ses05F_script02_1_M026.wav|xxx|3.5|3.5|2.5|I don't get it, the first time we came out here, you said it was the best night of your life and last year I remember distinctly you were so excited that you stuff your toe pushing me out of the door and you didn't notice it until you got into the car.
data/iemocap/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_M009.wav|xxx|2.0|3.0|3.5|And what about me?
data/iemocap/Session4/sentences/wav/Ses04F_script01_3/Ses04F_script01_3_M010.wav|hap|3.0|3.0|4.0|I have no imagination that's all I know to tell you.
data/iemocap/Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_F026.wav|neu|4.0|3.0|4.0|Absolutely. Thank you so much for calling and we hope that you will come to us again.
data/iemocap/Session3/sentences/wav/Ses03F_impro07/Ses03F_impro07_F002.wav|xxx|3.5|3.0|2.5|Yep.
data/iemocap/Session2/sentences/wav/Ses02M_script03_2/Ses02M_script03_2_M033.wav|neu|3.0|2.5|3.0|Better turn that off I think.
data/iemocap/Session2/sentences/wav/Ses02F_impro08/Ses02F_impro08_M015.wav|neu|3.0|3.0|3.0|Uh, well, yeah, I think we were just--you know, whenever best available, I guess.  You know--
data/iemocap/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_M012.wav|fru|2.0|3.0|3.5|Okay. Calm yourself. Just calm yourself.
data/iemocap/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F033.wav|fru|2.6667|2.6667|3.3333|...and then what's that going to do to your father?  Do you know?  I don't.
data/iemocap/Session5/sentences/wav/Ses05M_impro05/Ses05M_impro05_M018.wav|fru|2.3333|4.3333|3.6667|Well, I don't care if it's legal.  It's happened.  It's already done.
data/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M035.wav|ang|2.0|3.5|4.0|Amanda, listen, listen.
data/iemocap/Session3/sentences/wav/Ses03F_impro02/Ses03F_impro02_F031.wav|sad|3.5|2.5|3.0|and if we survive, if we survive that then babe, you know you know we could survive any--
data/iemocap/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_M000.wav|xxx|2.5|2.5|3.5|I'm just mad.
data/iemocap/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M029.wav|ang|1.5|4.0|4.5|Well welcome to the human race.  You think this is what I had in mind?  You think that when I proposed, I had this great fantasy going that four years down the line, we'd come to the beach and yell at each other over fish?  No.
data/iemocap/Session1/sentences/wav/Ses01M_script01_3/Ses01M_script01_3_F015.wav|exc|4.5|3.5|3.5|Because I was waiting for you, Chris.  Till then you never wrote me and then when you did, well, you sure can be ambiguous you know.
data/iemocap/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_F009.wav|fru|2.0|3.5|4.0|That's my point.
data/iemocap/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F018.wav|fru|1.5|4.0|3.5|I have to wait a few weeks for people come go through my things to get the money back that I didn't spend?
data/iemocap/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F001.wav|exc|4.0|3.0|2.5|Um, I don't know, where?
data/iemocap/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_F015.wav|ang|1.0|5.0|5.0|Don't, don't laugh at me, don't laugh at me.
data/iemocap/Session5/sentences/wav/Ses05F_impro02/Ses05F_impro02_F001.wav|sad|2.0|1.5|1.5|um.
data/iemocap/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M020.wav|fru|2.5|2.5|2.0|That's what it is?  Right?  You want this to be like the other time, right?
data/iemocap/Session4/sentences/wav/Ses04F_script02_2/Ses04F_script02_2_M050.wav|xxx|3.5|2.5|2.0|Or not.
data/iemocap/Session2/sentences/wav/Ses02F_script02_2/Ses02F_script02_2_M019.wav|neu|3.0|4.0|4.0|"It was in the car, right?  Driving past the Knickerbocker Liquor Locker, you said, ""let's get some champagne,"" and I said, ""time's a wasting"" or something like that, right?"
data/iemocap/Session5/sentences/wav/Ses05M_script03_1/Ses05M_script03_1_F003.wav|exc|4.0|3.0|3.5|Now and always, my sweet.
data/iemocap/Session4/sentences/wav/Ses04F_script02_2/Ses04F_script02_2_M012.wav|fru|3.0|3.0|3.5|We'll see them this year.
data/iemocap/Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_F010.wav|xxx|4.0|2.5|4.0|Yes, meaning just that.
data/iemocap/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M025.wav|sad|3.0|2.0|2.5|Umm...
data/iemocap/Session3/sentences/wav/Ses03F_impro03/Ses03F_impro03_F010.wav|xxx|4.0|4.0|3.5|and he just starts doing like this little spiel about me and like
data/iemocap/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_F013.wav|xxx|4.0|2.5|2.5|you know if I laugh at everything then I must laugh at us, too.
data/iemocap/Session1/sentences/wav/Ses01F_script03_1/Ses01F_script03_1_M011.wav|xxx|3.0|2.5|2.0|Darling, don't say that.
data/iemocap/Session4/sentences/wav/Ses04F_impro04/Ses04F_impro04_M006.wav|neu|2.5|2.5|3.5|Look bananas don't grow overnight.  Okay.
data/iemocap/Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_F013.wav|neu|2.0|3.5|3.5|It's become a habit with you.
data/iemocap/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F001.wav|xxx|2.5|3.0|3.5|How come?
data/iemocap/Session3/sentences/wav/Ses03M_impro05b/Ses03M_impro05b_M022.wav|ang|1.5|4.0|4.5|Who are you going to fire because of that?
data/iemocap/Session4/sentences/wav/Ses04F_impro08/Ses04F_impro08_F004.wav|neu|3.0|2.5|2.5|Sir, can- can you tell me which branch you went to.  We can start there.
data/iemocap/Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_M020.wav|xxx|4.0|2.0|2.0|Oh yes.  .
data/iemocap/Session5/sentences/wav/Ses05F_impro06/Ses05F_impro06_F029.wav|sad|2.5|2.5|2.5|yeah yeah.
data/iemocap/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F046.wav|neu|5.0|4.0|0.5|Hmm.
data/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F015.wav|ang|2.0|4.5|3.5|No we won't.  It's pointless it's like a waiting up to see Santa Claus.
data/iemocap/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_F032.wav|ang|1.5|3.0|3.5|Are you crazy?
data/iemocap/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F014.wav|hap|4.0|4.5|3.5|No but that's an awesome school. That's so cool.
data/iemocap/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M009.wav|neu|2.5|2.5|2.0|Yeah. Yeah, I don't see- I don't see any--
data/iemocap/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F006.wav|ang|1.5|4.5|4.0|Don't ask me that.  I hate it when you ask me that, you always ask me that.  It's insulting.
data/iemocap/Session5/sentences/wav/Ses05M_script02_1/Ses05M_script02_1_M006.wav|exc|4.0|4.0|4.0|How could we have forgotten it? Well, I hope the moon stays out.  I wonder, do they always run during a full moon?  I can't remember, was the moon full last year, do you remember?
data/iemocap/Session3/sentences/wav/Ses03F_script02_1/Ses03F_script02_1_M032.wav|xxx|3.0|4.0|4.0|And then last year when we came to see it you ran out of the house so fast that you stubbed your toe. And you didn't even notice until you got in the car.
data/iemocap/Session5/sentences/wav/Ses05M_impro04/Ses05M_impro04_M014.wav|fru|2.0|4.0|4.5|Yeah, absolutely.  Hello?  You know me.  I go to bars all the time.  Like, they all know me, you know.  But no one wants to hire me.
data/iemocap/Session2/sentences/wav/Ses02M_impro02/Ses02M_impro02_F001.wav|sad|1.5|2.5|4.5|I'm going to miss you too; I don't know what I'm going to do here without you. It's going to be so lonely, and so hard.
data/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M011.wav|neu|2.5|4.0|3.0|No particular reason.  Anyhow, they are very small ones.
data/iemocap/Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_M001.wav|exc|4.0|3.5|3.5|Come on, what?
data/iemocap/Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_F016.wav|xxx|3.5|3.0|3.0|Oh whose they?
data/iemocap/Session2/sentences/wav/Ses02F_script01_1/Ses02F_script01_1_M001.wav|xxx|3.0|3.0|3.0|He was out here when it broke.
data/iemocap/Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_F012.wav|fru|2.0|3.0|3.5|There is no point.
data/iemocap/Session4/sentences/wav/Ses04F_script03_1/Ses04F_script03_1_F006.wav|exc|4.0|3.5|3.5|Behave exquisitely.
data/iemocap/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_M031.wav|ang|2.0|4.0|3.5|They snap.
data/iemocap/Session4/sentences/wav/Ses04M_script01_1/Ses04M_script01_1_F011.wav|ang|2.5|3.5|3.0|You can't say that to him.
data/iemocap/Session1/sentences/wav/Ses01M_script03_1/Ses01M_script03_1_M002.wav|xxx|2.5|3.0|2.0|Must be them then.
data/iemocap/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_F050.wav|exc|4.0|3.5|4.0|You could make her that excited.  You really like her.  You guys have been together for a really long time now.
data/iemocap/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_F024.wav|xxx|2.0|2.3333|3.0|No. What is it?  Is it your mother?
data/iemocap/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_F031.wav|fru|2.0|3.5|4.5|I know you are, Augie.  Really, I do.  I know you meant for this to be special and nice and it's the full moon and the sand and everything.  But I just couldn't help thinking about being somewhere else.
data/iemocap/Session4/sentences/wav/Ses04M_impro06/Ses04M_impro06_F003.wav|sad|2.5|2.0|2.5|I'm sorry.  It's never easy.
data/iemocap/Session5/sentences/wav/Ses05F_script03_2/Ses05F_script03_2_F015.wav|xxx|2.5|3.5|3.5|It's the woman's job to allure the man.  Why don't you watch me for a moment?
data/iemocap/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M039.wav|exc|3.0|4.0|3.5|I I want you now, Annie.
data/iemocap/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F022.wav|exc|4.5|4.0|3.5|How exciting.  You should make her bring all your friends too.
data/iemocap/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F013.wav|xxx|2.6667|2.3333|3.6667|You can't say that to him.
data/iemocap/Session5/sentences/wav/Ses05M_impro08/Ses05M_impro08_M025.wav|neu|4.0|3.5|3.0|Uh huh Uh huh We want you to be happy.  You're our customer.  You're the most important thing. Okay?
data/iemocap/Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_M037.wav|xxx|2.0|2.5|3.5|No.
data/iemocap/Session5/sentences/wav/Ses05F_script01_2/Ses05F_script01_2_M015.wav|xxx|2.0|3.0|3.5|Why me, above all?
data/iemocap/Session4/sentences/wav/Ses04F_impro06/Ses04F_impro06_M006.wav|neu|2.5|2.5|3.0|you know, you don't- you know, how long do you want the person to go through that, you know.
data/iemocap/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F016.wav|neu|2.5|3.0|4.0|I had nothing to do with the boarding attendance.  I'm sorry that your seat was wherever it was.
data/iemocap/Session4/sentences/wav/Ses04F_script02_2/Ses04F_script02_2_F029.wav|fru|2.0|3.0|3.5|No.
data/iemocap/Session3/sentences/wav/Ses03F_script03_2/Ses03F_script03_2_M014.wav|ang|2.0|3.0|4.5|You needn't be so grand just because you don't happen to want some yourself at the moment.
data/iemocap/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F022.wav|neu|3.0|3.0|3.5|I'm just saying that maybe you should take in some information before you produce more of your own.
data/iemocap/Session1/sentences/wav/Ses01M_impro01/Ses01M_impro01_F011.wav|ang|2.0|4.0|4.5|What do you expect me to do?
data/iemocap/Session3/sentences/wav/Ses03F_impro07/Ses03F_impro07_F035.wav|hap|5.0|3.0|2.5|[LAUGHTER]. Oh, Joe, I'm so happy.
data/iemocap/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M039.wav|fru|1.5|3.0|4.5|Yes, I like it an hour a day.  If I have to grub for money all day long, at least at evening I want it beautiful.
data/iemocap/Session4/sentences/wav/Ses04F_script02_1/Ses04F_script02_1_F008.wav|ang|2.0|3.0|3.0|There is no point in coming down here.
data/iemocap/Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_M021.wav|exc|4.0|3.0|2.5|yeah.
data/iemocap/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F012.wav|xxx|2.0|4.0|4.5|I just think it's silly you know to go on and on and on about such a thing.
data/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F040.wav|ang|1.5|4.5|4.0|This is the end.  Finally and forever.  Do you hear me?  The end.
data/iemocap/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F000.wav|xxx|3.5|3.0|2.5|What?
data/iemocap/Session2/sentences/wav/Ses02M_script02_1/Ses02M_script02_1_M006.wav|exc|2.5|2.5|2.5|How you doing? You know what I forgot? I forgot to bring my flashlight. How - how could I forget to bring my flashlight? How could I be so stupid?
data/iemocap/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_F030.wav|fru|3.5|2.5|2.5|And your bag is not my concern.
data/iemocap/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F004.wav|xxx|3.0|3.5|3.0|You knew there was nothing in that.
data/iemocap/Session4/sentences/wav/Ses04M_script01_1/Ses04M_script01_1_M013.wav|ang|2.5|3.0|3.5|We've gotta say it to him.
data/iemocap/Session1/sentences/wav/Ses01M_script02_1/Ses01M_script02_1_M018.wav|xxx|4.0|3.5|3.0|I wonder if they can hear me talking, you know.
data/iemocap/Session5/sentences/wav/Ses05M_script01_1/Ses05M_script01_1_M023.wav|ang|1.5|4.5|4.5|She is not Larry's girl!
data/iemocap/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_M015.wav|neu|3.0|3.0|2.5|Mmhmm.
data/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M032.wav|sad|1.5|3.5|4.5|Then I came back and it was incredible.  There was no meaning in it here. I mean, the whole thing to them seemed like it's sort of a bus accident.  I went to work with Dad and that rat race again.
data/iemocap/Session3/sentences/wav/Ses03F_script01_2/Ses03F_script01_2_M014.wav|ang|2.5|3.0|3.5|Huh?
data/iemocap/Session2/sentences/wav/Ses02F_impro04/Ses02F_impro04_F002.wav|fru|2.0|2.0|4.0|Oh, we're not hiring at this time or thank you, we already have your information on file--We'll call you when we're ready.
data/iemocap/Session5/sentences/wav/Ses05F_script03_1/Ses05F_script03_1_M016.wav|exc|3.0|3.5|3.5|No, that fire will fade along with our passion.
data/iemocap/Session2/sentences/wav/Ses02M_impro08/Ses02M_impro08_F001.wav|exc|3.0|4.0|3.3333|Okay. Before I get into it, um your menu or whatever like where you choose the different thing depending on the-
data/iemocap/Session5/sentences/wav/Ses05M_impro07/Ses05M_impro07_M028.wav|exc|3.5|3.0|2.0|Not a lot.  I mean, I wouldn't want to live with more than three other people.  So, like four of us total, right?
data/iemocap/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F001.wav|sad|2.0|2.5|2.5|There's nothing I can do.  I mean, the government you know--
data/iemocap/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_M014.wav|fru|2.5|2.5|2.0|It's just fish, it's nothing to get traumatized over.
data/iemocap/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M024.wav|fru|3.0|3.5|4.0|You- you- you- you're misunderstanding me.  You're going to do that.
data/iemocap/Session1/sentences/wav/Ses01F_script01_3/Ses01F_script01_3_M019.wav|hap|4.3333|3.3333|3.6667|Oh Annie, we are going to live now.  I am going to make you so happy.
data/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F010.wav|fru|2.5|2.5|3.5|What do you want to do, argue with him?
data/iemocap/Session1/sentences/wav/Ses01M_script03_2/Ses01M_script03_2_F004.wav|xxx|2.0|3.5|4.0|Not at all. It was very pretty. I still wear it often.
data/iemocap/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M011.wav|ang|3.0|2.5|3.5|You understand?
data/iemocap/Session2/sentences/wav/Ses02M_script03_2/Ses02M_script03_2_F034.wav|fru|1.5|4.0|4.0|Very well, if you insist on being boorish and idiotic.
data/iemocap/Session4/sentences/wav/Ses04F_script02_1/Ses04F_script02_1_F012.wav|ang|2.0|3.5|3.5|I just don't.  It's stupid.
data/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F026.wav|sad|2.5|1.5|2.0|No.
data/iemocap/Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_F015.wav|xxx|2.6667|2.0|2.3333|I know, but he doesn't know that.
data/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F024.wav|hap|4.0|2.6667|3.0|Yes, I know you did.  You threw it out of the window into the Grand Canal.  I don't think I'll ever forgive you for that.
data/iemocap/Session5/sentences/wav/Ses05F_script01_3/Ses05F_script01_3_M001.wav|xxx|4.0|3.0|3.0|So you're not sorry you came?
data/iemocap/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_M023.wav|neu|3.0|3.5|3.0|No, no, no, it's cool.  It's cool.  It's cool.  So, um
data/iemocap/Session3/sentences/wav/Ses03F_impro07/Ses03F_impro07_F000.wav|xxx|4.0|2.0|2.0|Hey, how's it going, Joe?
data/iemocap/Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M008.wav|neu|3.0|2.0|2.0|Whose is it?
data/iemocap/Session3/sentences/wav/Ses03M_impro05a/Ses03M_impro05a_F020.wav|fru|3.0|3.5|3.5|calm.  Sir, okay basically what- what's going to happen here is you're going to give me your contact information and we will contact you--
data/iemocap/Session5/sentences/wav/Ses05F_impro03/Ses05F_impro03_F020.wav|exc|4.5|3.5|4.5|Yeah.  Yeah, of course.
data/iemocap/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M025.wav|ang|2.0|3.5|4.5|Horrible thing.  I hated it.
data/iemocap/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F012.wav|sad|3.0|2.0|3.5|Even if you still do she'll- she'll be there.
data/iemocap/Session5/sentences/wav/Ses05M_impro02/Ses05M_impro02_M032.wav|xxx|3.3333|2.6667|2.3333|I love you.  Okay?
data/iemocap/Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_F047.wav|fru|2.6667|3.0|3.3333|You can't do that.
data/iemocap/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M013.wav|ang|1.5|4.0|4.5|For God's sake three years.  Nobody comes back after three years.  It's insane.
data/iemocap/Session4/sentences/wav/Ses04F_impro08/Ses04F_impro08_F024.wav|fru|4.0|2.5|2.5|Okay.  If that's what you want, you want to go to the next person?
data/iemocap/Session3/sentences/wav/Ses03M_impro08b/Ses03M_impro08b_F006.wav|ang|1.5|2.5|4.0|No I did not drop my phone in water.  I'm not five years old and just dropped my phone anywhere I see it.  Okay this is my business.
data/iemocap/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M039.wav|xxx|3.0|2.0|2.0|Yeah?
data/iemocap/Session1/sentences/wav/Ses01M_impro05/Ses01M_impro05_F011.wav|neu|3.5|3.0|3.5|Details, Details.  Well, anyhow can I--
data/iemocap/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M041.wav|fru|3.0|3.0|3.0|But that's not going to-- But you don't understand. You're looking forward to never seeing me again.
data/iemocap/Session2/sentences/wav/Ses02M_impro08/Ses02M_impro08_M015.wav|neu|3.0|3.3333|2.6667|Right. You can go online, print it out, and just fill out the form and um- send it to us um- you know,  regarding the grievance and-
data/iemocap/Session5/sentences/wav/Ses05F_impro07/Ses05F_impro07_F008.wav|exc|4.5|4.0|4.5|Whoa.  What an idea.  Where would you want to live?
data/iemocap/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M008.wav|hap|4.0|2.5|3.0|Yeah.
data/iemocap/Session5/sentences/wav/Ses05M_script03_2/Ses05M_script03_2_F044.wav|ang|1.0|4.5|5.0|pig
data/iemocap/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M002.wav|neu|2.3333|2.3333|1.6667|I was out here at four this morning I heard a crack and I looked out the window and he was standing right over there.
